,Series_Title,Released_Year,Runtime,IMDB_Rating,Meta_score,Director,Star1,Star2,Star3,Star4,No_of_Votes,Gross,Certificate_16,Certificate_A,Certificate_Approved,Certificate_G,Certificate_GP,Certificate_PG,Certificate_PG-13,Certificate_Passed,Certificate_R,Certificate_TV-14,Certificate_TV-MA,Certificate_TV-PG,Certificate_U,Certificate_U/A,Certificate_UA,Certificate_Unrated,Certificate_nan,genre_Action,genre_Adventure,genre_Animation,genre_Biography,genre_Comedy,genre_Crime,genre_Drama,genre_Family,genre_Fantasy,genre_Film-Noir,genre_History,genre_Horror,genre_Music,genre_Musical,genre_Mystery,genre_Romance,genre_Sci-Fi,genre_Sport,genre_Thriller,genre_War,genre_Western
837,Zelig,0.9816831683168317,0.12318840579710144,7.7,0.7083333333333333,Woody Allen,Woody Allen,Mia Farrow,Patrick Horgan,John Buckwalter,0.006381734081902589,0.012595071223853345,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
838,The Verdict,0.9811881188118812,0.30434782608695654,7.7,0.6805555555555556,Sidney Lumet,Paul Newman,Charlotte Rampling,Jack Warden,James Mason,0.004748876412734651,0.0576502060105166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
839,Star Trek II: The Wrath of Khan,0.9811881188118812,0.24637681159420288,7.7,0.5416666666666666,Nicholas Meyer,William Shatner,Leonard Nimoy,DeForest Kelley,James Doohan,0.03779774307577753,0.08424783858816272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
840,First Blood,0.9811881188118812,0.17391304347826086,7.7,0.45833333333333337,Ted Kotcheff,Sylvester Stallone,Brian Dennehy,Richard Crenna,Bill McKinney,0.08690728560816076,0.050404151589883775,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
841,Ordinary People,0.9801980198019802,0.286231884057971,7.7,0.8055555555555556,Robert Redford,Donald Sutherland,Mary Tyler Moore,Judd Hirsch,Timothy Hutton,0.009495595814017297,0.058504303777294354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
842,Airplane!,0.9801980198019802,0.1557971014492754,7.7,0.6944444444444444,Jim Abrahams,David Zucker,Jerry Zucker,Robert Hays,Julie Hagerty,0.08187756630437502,0.08903829893959918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
843,Rupan sansei: Kariosutoro no shiro,0.9797029702970297,0.19927536231884058,7.7,0.5972222222222222,Hayao Miyazaki,Yasuo Yamada,Eiko Masuyama,Kiyoshi Kobayashi,Makio Inoue,0.0008308808113124035,0.025120709637378703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
844,Halloween,0.9792079207920792,0.16666666666666669,7.7,0.8194444444444444,John Carpenter,Donald Pleasence,Jamie Lee Curtis,Tony Moran,Nancy Kyes,0.08973944164464358,0.05017685055121121,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
845,Le locataire,0.9782178217821782,0.29347826086956524,7.7,0.5972222222222222,Roman Polanski,Roman Polanski,Isabelle Adjani,Melvyn Douglas,Jo Van Fleet,0.006385185300225797,0.0020534944491972613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
846,Love and Death,0.9777227722772277,0.14492753623188404,7.7,0.8472222222222221,Woody Allen,Woody Allen,Diane Keaton,Georges Adet,Frank Adu,0.00472342367760099,0.025120709637378703,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
847,The Taking of Pelham One Two Three,0.9772277227722772,0.213768115942029,7.7,0.5555555555555556,Joseph Sargent,Walter Matthau,Robert Shaw,Martin Balsam,Hector Elizondo,0.0007079311585481071,0.025120709637378703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
848,Blazing Saddles,0.9772277227722772,0.17391304347826086,7.7,0.625,Mel Brooks,Cleavon Little,Gene Wilder,Slim Pickens,Harvey Korman,0.04353064811291696,0.1275794606654455,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
849,Serpico,0.9767326732673267,0.3079710144927536,7.7,0.8194444444444444,Sidney Lumet,Al Pacino,John Randolph,Jack Kehoe,Biff McGuire,0.036605778547399465,0.03181374856548942,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
850,Enter the Dragon,0.9767326732673267,0.2065217391304348,7.7,0.7638888888888888,Robert Clouse,Bruce Lee,John Saxon,Jim Kelly,Ahna Capri,0.030833615901833544,0.026689161964822874,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
851,Deliverance,0.9762376237623762,0.23188405797101447,7.7,0.7222222222222223,John Boorman,Jon Voight,Burt Reynolds,Ned Beatty,Ronny Cox,0.03177364149261741,0.007531762935086478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
852,The French Connection,0.9757425742574257,0.213768115942029,7.7,0.9166666666666667,William Friedkin,Gene Hackman,Roy Scheider,Fernando Rey,Tony Lo Bianco,0.03666358645431321,0.016686299883206402,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
853,Dirty Harry,0.9757425742574257,0.2065217391304348,7.7,0.8611111111111112,Don Siegel,Clint Eastwood,Andrew Robinson,Harry Guardino,Reni Santoni,0.05099347633456455,0.038326244037169825,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
854,Where Eagles Dare,0.9742574257425742,0.40942028985507245,7.7,0.48611111111111116,Brian G. Hutton,Richard Burton,Clint Eastwood,Mary Ure,Patrick Wymark,0.011572366440007902,0.025120709637378703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
855,The Odd Couple,0.9742574257425742,0.2173913043478261,7.7,0.8055555555555556,Gene Saks,Jack Lemmon,Walter Matthau,John Fiedler,Herb Edelman,0.0027972124509603458,0.04753687065325625,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
856,The Dirty Dozen,0.9737623762376237,0.3804347826086956,7.7,0.625,Robert Aldrich,Lee Marvin,Ernest Borgnine,Charles Bronson,John Cassavetes,0.018159879414431788,0.04836189279680848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
857,Belle de jour,0.9737623762376237,0.19927536231884058,7.7,0.7083333333333333,Luis Buñuel,Catherine Deneuve,Jean Sorel,Michel Piccoli,Geneviève Page,0.006551275182030199,2.6718313389225206e-05,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
858,A Man for All Seasons,0.9732673267326732,0.2717391304347826,7.7,0.6111111111111112,Fred Zinnemann,Paul Scofield,Wendy Hiller,Robert Shaw,Leo McKern,0.0026462216493199804,0.030265696363204735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
859,Repulsion,0.9727722772277227,0.2173913043478261,7.7,0.875,Roman Polanski,Catherine Deneuve,Ian Hendry,John Fraser,Yvonne Furneaux,0.010265217500092752,0.025120709637378703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
860,Zulu,0.9722772277227723,0.33695652173913043,7.7,0.6805555555555556,Cy Endfield,Stanley Baker,Jack Hawkins,Ulla Jacobsson,James Booth,0.004707030390565751,0.025120709637378703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
861,Goldfinger,0.9722772277227723,0.23550724637681159,7.7,0.8194444444444444,Guy Hamilton,Sean Connery,Gert Fröbe,Honor Blackman,Shirley Eaton,0.06429231474075743,0.054533882976563176,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
862,The Birds,0.9717821782178218,0.26811594202898553,7.7,0.8611111111111112,Alfred Hitchcock,Rod Taylor,Tippi Hedren,Jessica Tandy,Suzanne Pleshette,0.06326557728960296,0.012173267568374689,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
863,Cape Fear,0.9712871287128713,0.22101449275362317,7.7,0.6666666666666667,J. Lee Thompson,Gregory Peck,Robert Mitchum,Polly Bergen,Lori Martin,0.0005905897355590242,0.025120709637378703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
864,Peeping Tom,0.9702970297029703,0.2028985507246377,7.7,0.7083333333333333,Michael Powell,Karlheinz Böhm,Anna Massey,Moira Shearer,Maxine Audley,0.0027031667516529186,8.824111077464404e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
865,The Magnificent Seven,0.9702970297029703,0.3007246376811594,7.7,0.6388888888888888,John Sturges,Yul Brynner,Steve McQueen,Charles Bronson,Eli Wallach,0.027019156850107546,0.005235293685574071,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
866,Les yeux sans visage,0.9702970297029703,0.16304347826086957,7.7,0.8611111111111112,Georges Franju,Pierre Brasseur,Alida Valli,Juliette Mayniel,Alexandre Rignault,0.0010923105992954336,5.488005200430482e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
867,Invasion of the Body Snatchers,0.9683168316831683,0.12681159420289856,7.7,0.8888888888888888,Don Siegel,Kevin McCarthy,Dana Wynter,Larry Gates,King Donovan,0.008520626637710946,0.025120709637378703,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
868,Rebel Without a Cause,0.9678217821782178,0.2391304347826087,7.7,0.8472222222222221,Nicholas Ray,James Dean,Natalie Wood,Sal Mineo,Jim Backus,0.02513996847312062,0.025120709637378703,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
869,The Ladykillers,0.9678217821782178,0.16666666666666669,7.7,0.875,Alexander Mackendrick,Alec Guinness,Peter Sellers,Cecil Parker,Herbert Lom,0.0005936095515918314,0.025120709637378703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
870,Sabrina,0.9673267326732673,0.24637681159420288,7.7,0.6111111111111112,Billy Wilder,Humphrey Bogart,Audrey Hepburn,William Holden,Walter Hampden,0.014808746422596508,0.025120709637378703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
871,The Quiet Man,0.9663366336633663,0.30434782608695654,7.7,0.7083333333333333,John Ford,John Wayne,Maureen O'Hara,Barry Fitzgerald,Ward Bond,0.004136716562655575,0.011262021052399623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
872,The Day the Earth Stood Still,0.9658415841584158,0.17028985507246375,7.7,0.7083333333333333,Robert Wise,Michael Rennie,Patricia Neal,Hugh Marlowe,Sam Jaffe,0.022099445130374085,0.025120709637378703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
873,The African Queen,0.9658415841584158,0.2173913043478261,7.7,0.875,John Huston,Humphrey Bogart,Katharine Hepburn,Robert Morley,Peter Bull,0.02001404645857546,0.0005709782361796411,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
874,Gilda,0.9633663366336633,0.23550724637681159,7.7,0.7083333333333333,Charles Vidor,Rita Hayworth,Glenn Ford,George Macready,Joseph Calleia,0.0012523608490342206,0.025120709637378703,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
875,Fantasia,0.9603960396039604,0.2898550724637681,7.7,0.9444444444444444,James Algar,Samuel Armstrong,Ford Beebe Jr.,Norman Ferguson,David Hand,0.02742596920995573,0.0815735880173158,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
876,The Invisible Man,0.9569306930693069,0.09420289855072461,7.7,0.8194444444444444,James Whale,Claude Rains,Gloria Stuart,William Harrigan,Henry Travers,0.0024136958147938196,0.025120709637378703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
877,Dark Waters,0.9995049504950495,0.29347826086956524,7.6,0.625,Todd Haynes,Mark Ruffalo,Anne Hathaway,Tim Robbins,Bill Pullman,0.015237128896964741,0.025120709637378703,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
878,Searching,0.999009900990099,0.2065217391304348,7.6,0.5972222222222222,Aneesh Chaganty,John Cho,Debra Messing,Joseph Lee,Michelle La,0.0499356779185012,0.027779158331918023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
879,Once Upon a Time... in Hollywood,0.9995049504950495,0.4202898550724638,7.6,0.7638888888888888,Quentin Tarantino,Leonardo DiCaprio,Brad Pitt,Margot Robbie,Emile Hirsch,0.22701294465712576,0.15213768393369076,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
880,Nelyubov,0.9985148514851485,0.2971014492753623,7.6,0.8055555555555556,Andrey Zvyagintsev,Maryana Spivak,Aleksey Rozin,Matvey Novikov,Marina Vasileva,0.0020176685122056653,0.0006032609965194235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
881,The Florida Project,0.9985148514851485,0.2391304347826087,7.6,0.8888888888888888,Sean Baker,Brooklynn Prince,Bria Vinaite,Willem Dafoe,Christopher Rivera,0.03023828074108011,0.006302239021566097,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
882,Just Mercy,0.9995049504950495,0.3333333333333333,7.6,0.5555555555555556,Destin Daniel Cretton,Michael B. Jordan,Jamie Foxx,Brie Larson,Charlie Pye Jr.,0.009340290989472921,0.025120709637378703,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
883,Gifted,0.9985148514851485,0.2028985507246377,7.6,0.4444444444444444,Marc Webb,Chris Evans,Mckenna Grace,Lindsay Duncan,Octavia Spencer,0.032163197760849555,0.026476931481245105,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
884,The Peanut Butter Falcon,0.9995049504950495,0.18840579710144928,7.6,0.5833333333333334,Tyler Nilson,Michael Schwartz,Zack Gottsagen,Ann Owens,Dakota Johnson,0.017798795697366115,0.014008630786047954,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
885,Victoria,0.9975247524752475,0.33695652173913043,7.6,0.6805555555555556,Sebastian Schipper,Laia Costa,Frederick Lau,Franz Rogowski,Burak Yigit,0.011999454707504933,0.025120709637378703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
886,Mustang,0.9975247524752475,0.18840579710144928,7.6,0.7638888888888888,Deniz Gamze Ergüven,Günes Sensoy,Doga Zeynep Doguslu,Tugba Sunguroglu,Elit Iscan,0.004614710300419928,0.0009012428958816815,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
887,Guardians of the Galaxy Vol. 2,0.9985148514851485,0.32971014492753625,7.6,0.5416666666666666,James Gunn,Chris Pratt,Zoe Saldana,Dave Bautista,Vin Diesel,0.2350650684074612,0.4161717305340336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
888,Baby Driver,0.9985148514851485,0.24637681159420288,7.6,0.8055555555555556,Edgar Wright,Ansel Elgort,Jon Bernthal,Jon Hamm,Eiza González,0.17873773415437816,0.1151158916718763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
889,Only the Brave,0.9985148514851485,0.322463768115942,7.6,0.6111111111111112,Joseph Kosinski,Josh Brolin,Miles Teller,Jeff Bridges,Jennifer Connelly,0.014358362431417821,0.019578852505130674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
890,Bridge of Spies,0.9975247524752475,0.3514492753623188,7.6,0.7361111111111112,Steven Spielberg,Tom Hanks,Mark Rylance,Alan Alda,Amy Ryan,0.11327373079289153,0.07720237650141312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
891,Incredibles 2,0.999009900990099,0.2644927536231884,7.6,0.7222222222222223,Brad Bird,Craig T. Nelson,Holly Hunter,Sarah Vowell,Huck Milner,0.09705214186923161,0.6497339923181593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
892,Moana,0.998019801980198,0.2246376811594203,7.6,0.7361111111111112,Ron Clements,John Musker,Don Hall,Chris Williams,Auli'i Cravalho,0.10685662172317606,0.2655771514413135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
893,Sicario,0.9975247524752475,0.2753623188405797,7.6,0.75,Denis Villeneuve,Emily Blunt,Josh Brolin,Benicio Del Toro,Jon Bernthal,0.14935276714371132,0.05005865729937788,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
894,Creed,0.9975247524752475,0.31884057971014496,7.6,0.75,Ryan Coogler,Michael B. Jordan,Sylvester Stallone,Tessa Thompson,Phylicia Rashad,0.09602065899288273,0.11718891399888873,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
895,Leviafan,0.997029702970297,0.34420289855072467,7.6,0.8888888888888888,Andrey Zvyagintsev,Aleksey Serebryakov,Elena Lyadova,Roman Madyanov,Vladimir Vdovichenkov,0.010486958277358887,0.001165304302436361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
896,Hell or High Water,0.998019801980198,0.2065217391304348,7.6,0.8333333333333333,David Mackenzie,Chris Pine,Ben Foster,Jeff Bridges,Gil Birmingham,0.07725854198105109,0.02867755494699192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
897,Philomena,0.9965346534653465,0.1920289855072464,7.6,0.6805555555555556,Stephen Frears,Judi Dench,Steve Coogan,Sophie Kennedy Clark,Mare Winningham,0.029820251921681504,0.040256204988246974,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
898,Dawn of the Planet of the Apes,0.997029702970297,0.3079710144927536,7.6,0.7083333333333333,Matt Reeves,Gary Oldman,Keri Russell,Andy Serkis,Kodi Smit-McPhee,0.16674173066519643,0.22264650904833308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899,El cuerpo,0.996039603960396,0.24275362318840582,7.6,0.7083333333333333,Oriol Paulo,Jose Coronado,Hugo Silva,Belén Rueda,Aura Garrido,0.014003749748708168,0.025120709637378703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
900,Serbuan maut,0.9955445544554455,0.2028985507246377,7.6,0.625,Gareth Evans,Iko Uwais,Ananda George,Ray Sahetapy,Donny Alamsyah,0.0713724891308193,0.004381327236327955,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
